Name,Description,Image URL
King Size Mid-Blue,"King Size Mid-Blue China Asters make sensational cut flowers. Large, true blue flowers look amazing in the flower border, and incredible as a bouquet. They open up to 8cm (3"") across, with slightly curled petals. They top stems around 90cm (35"") tall and bloom all summer. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4006-King-Size-Mid-Blue-CA-2983-05_515x640_crop_center.jpg?v=1625081759
Organic German Chamomile,"Matricaria recutita. Organic German Chamomile Seeds are CERTIFIED ORGANIC petite daisy-like flowers that nod on a low plant. To better harvest the flowers,... Read More",//www.westcoastseeds.com/cdn/shop/products/HR1057-1_515x640_crop_center.jpg?v=1610589263
Pizzicato Poppy Seeds,"Pizzicato poppy seeds produce a superb semi-dwarf mix of red, scarlet, orange, salmon, mauve, rose, pink, and white. The large, cup-shaped flowers are 15-20cm (6-8"") in diameter. Expect up to twenty flowers per plant, followed by attractive seed pods from which seeds can easily be harvested. Read More",//www.westcoastseeds.com/cdn/shop/products/Pizzicato-Oriental-Poppy-Seeds-FL2057-1_515x640_crop_center.jpg?v=1610657137
Calabrese Organic,"Sow Calabrese organic broccoli seeds in early March indoors, or in May and June for a fall harvest. This heirloom broccoli variety arrived in North America with Italian immigrants in the late 1880s. It is probably centuries old. Read More",//www.westcoastseeds.com/cdn/shop/products/BR195-1_515x640_crop_center.jpg?v=1610581334
Pollinator Companions Pack,"Every purchase of this Pollinator Companions Pack supports Elk Root Conservation, a not-for-profit organization that is addressing hunger relief in a sustainable way. Read More",//www.westcoastseeds.com/cdn/shop/files/PollinatorCompanionPackWCS_515x640_crop_center.png?v=1697745547
Xeriscape Blend,"Xeriscape Blend wildflower seeds are a selection of drought tolerant species that can be used anywhere in Canada or the Western United States where the elevation is below 2,000m (7,000'). It will bloom throughout the driest weather and return year after year. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3458-1_515x640_crop_center.jpg?v=1610584459
Cherriette,"Smooth-skinned, bright red radishes with a very round, uniform shape. Cherriette is bred to perform in higher temperatures, so it holds better potential for harvesting into summer. Read More",//www.westcoastseeds.com/cdn/shop/products/RD667_Cherriette_Radish_1_515x640_crop_center.jpg?v=1610651915
Mortgage Lifter Organic,"This classic heirloom beefsteak has pinkish skin, few seeds, and superb tomato flavour. Mortgage Lifter fruits are generally free from cracking and average 1-2 lbs each. Read More",//www.westcoastseeds.com/cdn/shop/products/TM852MortgageLifter_nowatermark1_515x640_crop_center.jpg?v=1646778774
Microgreen Pea Shoots,"Harvest with scissors once the seedlings are 8-10cm (3-4"") tall. Pea shoots are fantastic raw, tossed with a sesame based dressing, or added to stir-fries at the end of cooking to maintain their appealing crunchy texture. Read More",//www.westcoastseeds.com/cdn/shop/products/Microgreen-Pea-Shoots-Seeds-MG592-1_515x640_crop_center.jpg?v=1610577917
Black Swan,"The flowers of Black Swan poppy are almost peony-like, with finely cut, deeply frilled, dark red petals, and fully double form. The strong, upright stems grow as tall as 120cm (48""), but the flowers themselves are just incredible. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1224-Poppy-Black-Swan-IMG_8449_515x640_crop_center.jpg?v=1707925992
Velvet Queen,"Rich copper red petals are highlighted with golden yellow around a nearly black central disc. Plant Velvet Queen sunflower seeds for 1.5m (5') tall plants with simply gorgeous blooms around 13cm (5"") wide. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3253-1_515x640_crop_center.jpg?v=1610656114
Alderman Tall Telephone,Exceptional flavour is well worth the 2-2.5m (6-8') tall trellis these need. Alderman shelling pea seeds produce huge pods with eight or nine peas each over a long harvest window. Read More,//www.westcoastseeds.com/cdn/shop/products/PE591-1_515x640_crop_center.jpg?v=1610582418
Common Woolly Sunflowers,"This native Common Woolly Sunflower is not a real sunflower, but blooms from May to August with intensely yellow 5cm (2"") wide flowers that rise above silvery grey, woolly foliage. It prefers full sun, but will bloom in partial shade. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3817_Eriophyllum-lanatum-seeds_515x640_crop_center.jpg?v=1610587392
Cylindra,"Cylindra beet seeds are a very sweet heirloom first introduced to the US from Europe in 1892. Its cylindrical shape makes it very nice for pickling or slicing. The leaves of this beet are a little sweeter than most other beets, and are very nice as salad greens. Read More",//www.westcoastseeds.com/cdn/shop/products/BT165-1_515x640_crop_center.jpg?v=1610588110
Sensation Mix,"Reliable and well-loved single daisy shaped flowers with yellow centers bloom in white and various shades of pink. Pinching off the growing tip when the plant is about 15cm (6"") tall will help keep this tall lacy plant bushy and erect. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2403-1_515x640_crop_center.jpg?v=1610653898
Giant Blue Point Formula,"Giant Blue Point Zinnias produce dahlia-flowered zinnias with tall stems in large double blooms. Crimson red, lilac, rose, canary yellow, deep red, white and orange. This is the earliest flowering variety. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3505-1_515x640_crop_center.jpg?v=1610656795
Western Yarrow,"This is an important native North American wildflower and pollinator plant. It thrives particularly in recently disturbed soil. Because of this feature, Western Yarrow seeds are especially useful for planting around work sites, septic berms, or roadside areas. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3825_Western-Yarrow-Seeds_515x640_crop_center.jpg?v=1610654469
ProCut White Lite,"Creamy, nearly white petals surround a honey-coloured central disc atop a stem that can reach 2m (6') tall. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4050-ProCut-White-Lite-IMG_1077_515x640_crop_center.jpg?v=1630951208
Alaska Pea,"This old heirloom shelling pea dates back to 1880. It's a versatile, tasty, reliable pea that grows well in cool soil, so it's great for the north, and has good potential for spring and fall plantings. Read More",//www.westcoastseeds.com/cdn/shop/products/PE631-Alaska-0X7A8487_515x640_crop_center.jpg?v=1610579977
Sweet Alyssum,"Sweet Alyssum makes an excellent cover crop for weed suppression and for attracting beneficial insects. A very large range of predatory wasp species are attracted to its tiny flowers, and will feed on caterpillars, aphids, and other pest insects while they are in the area. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2037_Alyssum_515x640_crop_center.jpg?v=1610657093
Sparky Mix,"Enjoy mounds of tawny oranges and yellows from mid-summer to first frost (and sometimes beyond). As a companion plant, Sparky Mix marigolds are the variety that will suppress 'bad' nematodes in your soil. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2918-1_515x640_crop_center.jpg?v=1610654130
Paprik Organic,"CERTIFIED ORGANIC! Paprik Organic pepper seeds produce hardy, vigorous plants that are very productive, even in an open field setting. Fruits have small seed cavities, so they dry easily, turning from scarlet to dark brown as they do. Read More",//www.westcoastseeds.com/cdn/shop/products/PP630-1_515x640_crop_center.jpg?v=1610577769
Aspabroc Broccolini Seeds,"This delicious broccolini resembles a broccoli raab, but with an asparagus-like stem. Aspabroc Broccolini has a sweet, delicate flavour with a subtle, peppery taste. Read More",//www.westcoastseeds.com/cdn/shop/products/BR189_Aspabroc_Broccoli_1_515x640_crop_center.jpg?v=1610656373
Knee High Meadow Blend,Knee High Meadow Blend wildflower seeds should be sown any place where the flowers can be left on their own to grow around knee high over the spring and summer. This diverse mix of annuals and perennials looks wonderful when it is allowed to cover large areas. Read More,//www.westcoastseeds.com/cdn/shop/files/FL3460Kneehighblend_Aug2023_Vendor_ApplewoodKHMX-802_515x640_crop_center.jpg?v=1693242330
Indian Spring,"Sow Indian Spring hollyhocks seeds in full sun. This is a selection of our most popular Hollyhocks seeds, blended for planting en masse to create a beautiful cottage garden. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2703-1_515x640_crop_center.jpg?v=1610577337
Hakurei,"Hakurei turnip seeds produce gourmet turnips that are smooth and pretty, and with tidy tops too! Roots and smooth, dark green leaves are best used in salads. Read More",//www.westcoastseeds.com/cdn/shop/products/TR815-1_515x640_crop_center.jpg?v=1610656896
Snowdrops Double Flore Pleno 5/pk,Snowdrops are such a welcome sight in late winter to early spring. They really signal the change in seasons and the... Read More,//www.westcoastseeds.com/cdn/shop/files/BU612DoubleFlorepleno_515x640_crop_center.jpg?v=1721757752
Coastal Star Pelleted Organic,"Our tallest, darkest romaine, Costal Star performs brilliantly in spring and fall, and even in winter with some protection from hard frost. Read More",//www.westcoastseeds.com/cdn/shop/products/LT472-1_515x640_crop_center.jpg?v=1610582297
Cherry Queen,"The fire engine red flowers of the stunning Cherry Queen Zinnia grow 10-12cm (4-5"") wide. The upright stems grow 75-100cm (30-40"") tall and are perfect for cut flower production. Read More",//www.westcoastseeds.com/cdn/shop/products/Cherry-Queen-ZECG-801_515x640_crop_center.jpg?v=1610656476
Bolero Pelleted,"Regular carrot seeds are very tiny. For ease of planting, nothing beats seeds that have a coating that makes each one bigger and easy to handle. Read More",//www.westcoastseeds.com/cdn/shop/products/CR284-1_515x640_crop_center.jpg?v=1610583191
Shishito,"Shishito peppers are trending, turning up in gourmet menus across North America. They may be the perfect bite-sized pepper for blistering under the broiler and serving with a sauce. Read More",//www.westcoastseeds.com/cdn/shop/products/PP683-Shishito-0X7A7216_515x640_crop_center.jpg?v=1610652168
Astro Organic,Astro organic arugula seeds produce a plant with leaves that are less lobed and more strap-like. It has a milder flavour than regular arugula. Read More,//www.westcoastseeds.com/cdn/shop/products/Astro-Arugula-Organic-Seeds-MS504-1_515x640_crop_center.jpg?v=1610589366
Oregon Sugar Pod II,"Expect heavy yields of tasty, smooth, light-green, stringless pods that are ready to harvest as long as 10cm (4"") on non-climbing, dwarf plants that grow only 75cm (30"") tall. Read More",//www.westcoastseeds.com/cdn/shop/products/PE598-1_515x640_crop_center.jpg?v=1610588171
Carolina Reaper,"The Carolina Reaper is officially the hottest pepper on record, with an alarming 1.5 million Scoville Heat Units, and has peaked at 2.2 million. Read More",//www.westcoastseeds.com/cdn/shop/products/PP695-Carolina-Reaper--409228825_515x640_crop_center.jpg?v=1628702262
Pepperoncini,"An Italian heirloom, Pepperoncini pepper seeds produce bushy and vigorous plants that yield prodigious quantities of slender 12cm (5"") peppers. They start green and as they turn red, become even sweeter. Read More",//www.westcoastseeds.com/cdn/shop/products/PP629-1_515x640_crop_center.jpg?v=1610656044
Alsike Clover Organic,"Alsike Clover Organic grows where many other clovers will not. It tolerates heavy clay soil, and even areas prone to flooding. It fixes nitrogen, and makes an excellent forage for honey bees, bumble bees, and other pollinators. Read More",//www.westcoastseeds.com/cdn/shop/products/CC509-Alsike-Clover-Organic_515x640_crop_center.jpg?v=1610577904
White Lisbon Seed Tape (2.5m) - 2/pk,A seed tape of a fast growing scallion that is crisp and mild. This reliable producer is a popular choice due to... Read More,//www.westcoastseeds.com/cdn/shop/files/ON454TSpringOnionWhiteLisbon288501_515x640_crop_center.jpg?v=1697653770
Brocade Marigold,"Brocade Marigold seeds produce brilliant 5cm (2"") wide flowers in gold to mahogany atop 30-38cm (12-15"") plants. This is a medium height marigold that works well in large containers. Grow in full sun and deadhead regularly to enjoy flowers from May to heavy frost. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2948-1_515x640_crop_center.jpg?v=1610585678
Sea Holly,"This drought tolerant perennial thrives in sandy, well drained soil. Its stiff, spiny leaves are bluish green with silvery veins. It forms a clump over time, and blooms from June to September. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1206-Sea-Holly-Eryngium-0X7A5708_515x640_crop_center.jpg?v=1626813667
Red Salad Bowl,This vigorous red heirloom variety has bright burgundy leaves with green centers that are great for baby leaf salad mixes. The bright red colour is best in cool temperatures. Read More,//www.westcoastseeds.com/cdn/shop/products/LT485-1_515x640_crop_center.jpg?v=1610588265
Crocus Prince Claus 20/pk,Plant the crocus Prince Claus this fall and in a few short months it returns the favour with a colourful display as... Read More,//www.westcoastseeds.com/cdn/shop/files/BU41542055CrocusPrinceClaus_515x640_crop_center.jpg?v=1721756902
